,product_id,title,product_description,rating,ratings_count,initial_price,currency,seller_name,category,total_amount
200,22601132,Nimidiya,Dupatta With taping Border,3.2,9,999,INR,PRE███TI ███LEC██████,dupatta,8991
201,20195790,Dupatta Bazaar,Sequin Embroidered Net Dupatta,4.7,10,999,INR,UNDEFINED VALUES,dupatta,9990
202,12999996,Vishudh,Women Navy Blue Checked Dupatta,4.6,17,599,INR,Fla███tar███mme██████,dupatta,10183
203,22585502,Nimidiya,Ethnic Motifs Printed Dupatta,0.0,0,999,INR,PRE███TI ███LEC██████,dupatta,0
204,15720652,Rubans,Silver-Toned Dome Shaped Studs Earrings,3.8,21,1480,INR,AK ███erp███es,earrings,31080
205,15713414,Crunchy Fashion,White Contemporary Studs Earrings,4.2,22,1998,INR,Cru███y F███ion█████████,earrings,43956
206,15750524,Priyaasi,Rose Gold-Plated Dome Shaped Jhumkas,4.4,97,7999,INR,PRI███DES███S P█████████MIT███,earrings,775903
207,15014966,Priyaasi,Gold-Toned & Gold Plated Contemporary Jhumkas Earrings,4.9,13,3949,INR,PRI███DES███S P█████████MIT███,earrings,51337
208,10125243,KARATCART,White Gold-Plated Stone-Studded Beaded Chandelier Classic Drop Earrings,4.0,213,1282,INR,KOK███V G███AL █████████,earrings,273066
209,10564232,PRITA BY PRIYAASI,Multicoloured Gold-Plated Beaded Handcrafted Circular Half Hoop Earrings,4.3,727,1130,INR,PRI███DES███S P█████████MIT███,earrings,821510
210,10145409,Jewels Galaxy,Gunmetal-Toned Gold-Plated Stone-Studded Circular Drop Earrings,0.0,0,1199,INR,RS ███els███,earrings,0
211,10135431,Priyaasi,Green Gold-Plated Dome Shaped Jhumkas,4.5,347,1000,INR,PRI███DES███S P█████████MIT███,earrings,347000
212,10125225,KARATCART,Peach-Coloured & Off-White Gold-Plated Stone-Studded Crescent Shaped Chandbalis,4.1,872,1568,INR,KOK███V G███AL █████████,earrings,1367296
213,10125241,KARATCART,Green Gold-Plated Beaded Enamelled Floral Chandbalis,4.2,22,1711,INR,KOK███V G███AL █████████,earrings,37642
214,19925208,Yellow Chimes,Women Green & Gold Boho Dangle Chiffon Silk Layered Petal Hoop Earrings,4.1,14,774,INR,MER███I F███S A█████████ION██████████████████,earrings,10836
215,20064092,AMI,Set Of 25 Gold-Toned Gold Plated Contemporary Hoop & Stud Earrings,3.8,6,1995,INR,ZAV███ PE███S,earrings,11970
216,17354670,ANIKAS CREATION,Gold-Plated White Contemporary Drop Earrings,4.0,5,1995,INR,UNDEFINED VALUES,earrings,9975
217,20041906,KARATCART,Women Black Oxidised Classic Drop Earrings,4.3,9,1730,INR,KOK███V G███AL █████████,earrings,15570
218,19821318,Golden Peacock,Oxidised Silver-Toned Floral Cluster Beads Circular Studs,0.0,0,1149,INR,A&V███WEL███VT ██████,earrings,0
219,22600236,Inddus Jewels,Rhodium-Plated Cubic Zirconia Heart Shaped Studs Earrings,0.0,0,5099,INR,Nat███l L███sty█████████ts ██████████████████,earrings,0
220,22601952,SOHI,Gold Plated Teardrop Shaped Drop Earrings,4.5,15,1455,INR,Bil███nka███Pri█████████ted███,earrings,21825
221,22618882,Saraf RS Jewellery,Silver-Plated Contemporary Oxidised Drop Earrings,4.2,99,3795,INR,HB ███DER███RIV█████████ED,earrings,375705
222,22593810,ZENEME,Rhodium-Plated American Diamond Studded Square Shaped Drop Earrings,0.0,0,2999,INR,GLO███ NE███,earrings,0
223,14467848,GIVA,925 Sterling Silver Rhodium Plated Chain Hoop Earrings,4.4,17,2799,INR,Ind███ewe███ash█████████ Lt███,earrings,47583
224,14399558,Shoshaa,Silver-Plated & Pink Oxidised Drop Earrings,4.6,21,2488,INR,SHO███A D███GNS██████,earrings,52248
225,19072820,FemNmas,Silver-Toned Classic Studs Earrings,4.4,5,249,INR,FEM███MAS███,earrings,1245
226,13402874,Crunchy Fashion,Black & Gold-Toned Contemporary Jhumkas,4.2,6,1575,INR,Cru███y F███ion█████████,earrings,9450
227,13401002,Adwitiya Collection,Gold-Toned & Green Dome Shaped Jhumkas,0.0,0,3189,INR,ADW███YA ███HIO█████████ LI██████,earrings,0
228,13340876,Kord Store,Red Gold Plated Meenakari Classic Jhumkas,4.4,7,4524,INR,Kor███yst███,earrings,31668
229,12930940,TOKYO TALKIES X rubans FASHION ACCESSORIES,Gold-Plated & White Contemporary Drop Earrings,3.9,14,1650,INR,Sup███om ███,earrings,23100
230,12930744,ANIKAS CREATION,Blue Dome Shaped Jhumkas,4.4,16,1075,INR,Jai███i J███lle███,earrings,17200
231,12928940,ANIKAS CREATION,Gold-Toned Circular Drop Earrings,0.0,0,1600,INR,Jai███i J███lle███,earrings,0
232,12928904,ANIKAS CREATION,Gold-Plated Drop Earrings with Multicoloured Set of 6 Changeable Stones,3.8,6,1600,INR,Jai███i J███lle███,earrings,9600
233,22600220,Inddus Jewels,925 Sterling Silver Square Studs Earrings,0.0,0,6599,INR,Nat███l L███sty█████████ts ██████████████████,earrings,0
234,22593700,ZENEME,Rhodium-Plated American Diamond Studded Triangular Shaped Drop Earrings,0.0,0,3999,INR,GLO███ NE███,earrings,0
235,13445210,ANIKAS CREATION,Off-White Gold-Plated Contemporary Studs,0.0,0,580,INR,Jai███i J███lle███,earrings,0
236,22593680,ZENEME,Gold-Plated Dome Shaped Jhumkas Earrings,0.0,0,2999,INR,GLO███ NE███,earrings,0
237,22593696,ZENEME,Rhodium-Plated American Diamond Studded Crescent Shaped Drop Earrings,0.0,0,2799,INR,GLO███ NE███,earrings,0
238,21604464,Inddus,Pink Sheer Floral Embroidered Midi Ethnic Dress With Inner,3.3,7,6299,INR,Nat███l L███sty█████████ts ██████████████████,ethnic-dresses,44093
239,21990058,Rustorange,Floral Printed A-Line Midi Ethnic Dress,5.0,2,3299,INR,Zak███i I███tec█████████ Li██████,ethnic-dresses,6598
240,21992820,PANIT,Embroidered Sequinned Georgette Fit And Flare Ethnic Maxi Dress,4.4,14,7999,INR,R.U███NGH███D G█████████PPA█████████████████████,ethnic-dresses,111986
241,15741084,Ashnaina,Red Floral Crepe Tiered Maxi Dress,3.2,6,1799,INR,WWC███ON ███LER███,ethnic-dresses,10794
242,15741088,Ashnaina,Women Brown Animal Midi Fit and Flare Dress,4.1,88,1799,INR,WWC███ON ███LER███,ethnic-dresses,158312
243,15788632,AURELIA,Black Checked Empire Midi Dress,4.2,14,2499,INR,Esh███ox ███mme█████████td,ethnic-dresses,34986
244,15749780,W,Women Mustard Yellow & White Ethnic Printed Maxi Ethnic Dress,4.3,23,3999,INR,Fla███ech███tai███,ethnic-dresses,91977
245,16197802,Vishudh,Grey Floral Embroidered Ethnic Maxi Dress,3.9,609,3049,INR,Fla███tar███mme██████,ethnic-dresses,1856841
246,19197596,W,Blue Floral Chiffon A-Line Midi Dress,3.9,10,2799,INR,Esh███ox ███mme█████████td,ethnic-dresses,27990
247,18922226,Ahalyaa,Off White Geometric Printed Maxi Dress,2.8,8,4300,INR,UDA███ASH███,ethnic-dresses,34400
248,22411344,Juniper,Floral Embroidered Flared Cotton Midi Dress,3.9,11,4149,INR,AMA███XPO███ IN█████████AL █████████,ethnic-dresses,45639
249,19990734,VASTRAMAY,Girls Mustard Yellow Chikankari Cotton Ethnic Dress,4.7,9,2499,INR,Vas███may███t. ██████,ethnic-dresses,22491
250,10127829,Geroo Jaipur,White & Red Floral Hand Block Printed Pure Cotton Sustainable Dress,3.8,6,2499,INR,ITS███FFE███T,ethnic-dresses,14994
251,10132319,Karmic Vision,Women Grey & Red Solid Maxi Dress,3.9,12,4999,INR,V S███ERS███,ethnic-dresses,59988
252,13404948,YASH GALLERY,Women Black & White Cotton Printed A-Line Maternity Dress,4.1,67,3899,INR,Yas███all███ Pr█████████ite███,ethnic-dresses,261233
253,12994772,Souchii,Women Cream-Coloured Floral Printed A-Line Dress,3.9,10,1999,INR,MOH███BHO███AMU█████████ATE█████████,ethnic-dresses,19990
254,13355452,Rangriti,Women Coral Pink & White Liva Checked A-Line Dress With Belt,4.4,33,1299,INR,Sup███om ███,ethnic-dresses,42867
255,13405888,Saanjh,Women Green Printed Fit and Flare Dress,4.0,7,1969,INR,SHA███ RE███LS,ethnic-dresses,13783
256,22603284,JAIPURI COLLECTION,Ethnic Motifs Printed Maxi Ethnic Dress,3.9,10,2899,INR,Jai███i C███ect██████,ethnic-dresses,28990
257,22583702,Mialo fashion,Ethnic Printed Kaftan Dress,2.7,9,2999,INR,MIA███FAS███N,ethnic-dresses,26991
258,15787112,Mamaearth,Oil-Free Face Moisturizer With Turmeric & Saffron For Skin Brightening  - 80 ml,4.3,903,319,INR,Hon███ Co███mer█████████Lim██████,face-moisturisers,288057
259,10075857,Organic Harvest,Spot Reduction Face Cream with Kakadu Plum & Almonds Extracts,3.7,9,845,INR,SYS███ OR███IC █████████JIT███,face-moisturisers,7605
260,12926546,natural vibes,Unisex Ayurvedic Teatree Facewash 150ml,4.8,9,449,INR,TRA███LA ███OM █████████,face-wash-and-cleanser,4041
261,18299664,Bata,Women Black Open Toe Flats,3.8,75,1199,INR,Bat███ndi███imi█████████),flats,89925
262,19974396,FORVELA,Women Black Open Toe Flats,3.9,46,999,INR,RAJ███OOT███AR,flats,45954
263,16704788,Birkenstock,Unisex Regular Width Glamour Gold Gizeh Essentials Slide Sandals,4.5,12,4990,INR,Net███str███tio█████████s P█████████,flats,59880
264,21888172,Brauch,Embellished Pointed Toe Ballerinas,4.0,10,1499,INR,Bra███ En███pri██████,flats,14990
265,21735080,Birkenstock,Women Gizeh Regular Width T-Strap Flats,4.5,11,6990,INR,Net███str███tio█████████s P█████████,flats,76890
266,21735014,Birkenstock,Women Madrid Big Buckle Narrow Width Nubuck Leather Open Toe Flats,4.8,5,9490,INR,Net███str███tio█████████s P█████████,flats,47450
267,21928414,Clarks,Open Toe T-Strap Flats,4.0,11,3499,INR,CLA███ RE███NCE█████████ PV██████,flats,38489
268,21866528,SAPATOS,Women Solid Open Toe Flats,0.0,0,999,INR,TRE███ FA███ON,flats,0
269,18638536,CODE by Lifestyle,Women White Embellished Mules Flats,4.0,20,1499,INR,UNDEFINED VALUES,flats,29980
270,13596626,Anouk,Women Gold-Toned & Beige Embellished One Toe Flats,4.3,44,2299,INR,UNDEFINED VALUES,flats,101156
271,13533588,Padvesh,Women Pink Textured Ballerinas,3.9,30,899,INR,UNDEFINED VALUES,flats,26970
272,22413952,Styli,Women Embellished Open Toe Flats,0.0,0,1599,INR,PRE███RE ███AIL█████████PRI███████████████,flats,0
273,21205620,Tommy Hilfiger,Women Printed Thong Flip-Flops,4.3,8,2599,INR,PVH███VIN███ASH█████████TE ███████████████,flip-flops,20792
274,21497394,Puma,Unisex Mia V2 Printed Thong Flip-Flops,4.1,52,999,INR,Omn███ch ███ail███,flip-flops,51948
275,18489598,Campus,Men Black & Red Striped Rubber Thong Flip-Flops,3.1,9,449,INR,CAM███ AC███EWE█████████D,flip-flops,4041
276,18521180,Reebok,Women White & Purple Cuba Flip Thong Flip-Flops,4.5,75,1999,INR,Tru███m R███il,flip-flops,149925
277,18504724,Bata,Men Black & White Sliders,3.5,48,999,INR,Bat███ndi███imi██████,flip-flops,47952
278,20124616,Duke,Men Printed Thong Flip-Flops,4.3,20,399,INR,Duk███ash███s I█████████ted███,flip-flops,7980
279,19790160,toothless,Girls Pink & Green Printed Rubber Thong Flip-Flops,4.1,15,499,INR,PUR███ UN███D S█████████ATE█████████,flip-flops,7485
280,18598106,Ginger by Lifestyle,Women Pink & White Printed Rubber Thong Flip-Flops,4.4,45,499,INR,UNDEFINED VALUES,flip-flops,22455
281,13579258,HIGHLANDER,Men Blue & White Printed Sliders,3.8,83,798,INR,UNDEFINED VALUES,flip-flops,66234
282,16168398,Bata,Women Brown Printed Room Slippers,4.1,38,599,INR,Bat███ndi███imi█████████),flip-flops,22762
283,15134218,Paragon,Men Grey & Black Printed Rubber Thong Flip-Flops,4.0,66,599,INR,Par███n P███mer█████████ Pv█████████,flip-flops,39534
284,19256318,Lil Lollipop,Unisex Kids Pink & Orange Printed Rubber Clogs,0.0,0,1390,INR,DRE███COD███,flip-flops,0
285,13639590,U.S. Polo Assn.,Men Conex Striped Sliders,3.5,4,1499,INR,Sup███om ███,flip-flops,5996
286,21431930,yoho,Men Rubber Comfortable Thong Flip-Flops,4.0,24,1499,INR,Inn███tiv███ife█████████hno█████████████████████,flip-flops,35976
287,21597086,Paragon,Women Stylish Outdoor Cushioned Lightweight Sliders,3.0,12,799,INR,Par███n P███mer█████████ Pv█████████,flip-flops,9588
288,13374246,Saral Home,Blue Solid PP-Yarn Round Anti-Skid Multi-Use Floor Mat,0.0,0,1999,INR,SAR███HOM███ASY█████████RIV████████████,floor-mats--dhurries,0
289,13374206,Saral Home,White & Grey Geometric Patterned Multi-Use Dhurrie,3.4,7,1199,INR,SAR███HOM███ASY█████████RIV████████████,floor-mats--dhurries,8393
290,13374286,Saral Home,Blue Foor Mat,4.7,7,1999,INR,SAR███HOM███ASY█████████RIV████████████,floor-mats--dhurries,13993
291,13374306,Saral Home,Gold-Coloured Solid PP-Yarn Round Anti-Skid Multi-Use Floor Mat,0.0,0,1999,INR,SAR███HOM███ASY█████████RIV████████████,floor-mats--dhurries,0
292,13374334,Saral Home,Green Solid Anti-Skid Floor Mat,4.4,5,1999,INR,SAR███HOM███ASY█████████RIV████████████,floor-mats--dhurries,9995
293,1848495,Teakwood Leathers,Men Brown Leather Formal Shoes,3.5,25,10199,INR,TEA███OD,formal-shoes,254975
294,21850100,FAUSTO,Men Formal Lace-Up Oxfords Shoes,0.0,0,999,INR,STY███HOR███MAR█████████IVA████████████,formal-shoes,0
295,19778366,EZOK,Men Brown Leather Textured Formal Derbys,0.0,0,4299,INR,Ama███hoe███nd █████████are███,formal-shoes,0
296,21869550,San Frissco,Men Genuine Leather Formal Loafers,0.0,0,7995,INR,ARY███ FO███EAR█████████PVT██████,formal-shoes,0
297,21931392,Clarks,Men Leather Round Toe Formal Derbys,4.4,7,9999,INR,CLA███ RE███NCE█████████ PV██████,formal-shoes,69993
298,21524384,FAUSTO,Men Leather Formal Derbys,0.0,0,1399,INR,STY███HOR███MAR█████████IVA████████████,formal-shoes,0
299,17755896,Red Tape,Men Black Solid Genuine Leather Formal Derbys,4.0,265,6899,INR,UNDEFINED VALUES,formal-shoes,1828235
300,21679542,INVICTUS,Men Leather Formal Derbys,0.0,0,4595,INR,ARY███ FO███EAR█████████PVT██████,formal-shoes,0
301,21656954,Fashion Victim,Men Tassel Leather Formal Slip on Shoes,3.5,6,3999,INR,Rad███Kri███a F█████████b,formal-shoes,23994
302,22609796,HERE&NOW,Men Black Perforated Formal Brogues,3.7,29,2999,INR,KRU███A E███RPR██████,formal-shoes,86971
303,13376884,DAVINCHI,Men Black Solid Formal Leather Slip-On Shoes,0.0,0,6990,INR,MET███BRA███,formal-shoes,0
304,13411744,CARLO ROMANO,Men Black Solid Burnish Leather Formal Shoes,3.7,23,3998,INR,M/S███EPA███MPE███,formal-shoes,91954
305,21602846,SUGAR,Aquaholic Hydrating Foundation with Built-In Cushion Applicator 30ml - Latte 10,4.2,12,899,INR,VEL███TTE███FES█████████LTD███,foundation,10788
306,14950128,YK,Kids Coffee Brown Striped Hand Gloves,4.5,62,699,INR,V P███WAL███SIE█████████Y,gloves,43338
307,21996616,CHANDERKASH,Women Black Set of 4 Bumpit Hair Pin,3.0,2,1199,INR,Cha███rka███Ent█████████,hair-accessory,2398
308,22579802,DIAN,Women Set Of 10 Assorted Knot Hairband,1.8,8,1000,INR,SNM███lec███,hair-accessory,8000
309,16721772,BodyHerbals,Anti-Static Wide Tooth Dressing Comb,4.4,14,399,INR,PUR███ART███NTE█████████,hair-brush-and-comb,5586
310,18584192,7 DAYS,"Vitamin C Face Scrub For Glowing Skin, With Walnut For Skin Illumination-100 g",4.5,13,499,INR,7 D███ OR███IC █████████,hair-cream-and-mask,6487
311,18584190,7 DAYS,100% Natural & Pure Amla Powder for Hair & Skin - 100 g,4.4,11,499,INR,7 D███ OR███IC █████████,hair-masks,5489
312,21421856,Baggit,Dinosaur Textured PU Regular Structured Handheld Bag,4.4,5,1990,INR,Sup███om ███,handbags,9950
313,21421918,Baggit,Textured Handheld Bag,4.6,18,1890,INR,Sup███om ███,handbags,34020
314,16696848,Accessorize,London Women Faux Leather Piper Sling bag,4.6,38,4995,INR,Tru███m R███il,handbags,189810
315,21232798,ESTALON,Women PU Bowling Sling Bag,0.0,0,2499,INR,Men███Bra███Tec█████████ Pr███████████████,handbags,0
316,18200086,Caprese,Yellow Structured Shoulder Bag,4.0,59,3699,INR,Ret███Net███,handbags,218241
317,7743536,Lino Perros,Navy Blue Solid Shoulder Bag,4.5,6,4495,INR,UNDEFINED VALUES,handbags,26970
318,7743355,Lino Perros,Blue Solid Shoulder Bag,4.3,14,3495,INR,UNDEFINED VALUES,handbags,48930
319,8293015,Lychee bags,White Solid Sling Bag,3.9,84,1699,INR,UNDEFINED VALUES,handbags,142716
320,17637810,Toteteca,Women Black PU Structured Shoulder Bag,4.8,5,3099,INR,UNDEFINED VALUES,handbags,15495
321,17761230,Caprese,Red Leather Structured Shoulder Bag,4.1,10,3999,INR,UNDEFINED VALUES,handbags,39990
322,15188034,Metro,Grey PU Swagger Sling Bag,4.3,10,1290,INR,MET███BRA███,handbags,12900
323,21762808,Baggit,Structured Sling Bag,4.6,10,1690,INR,Bag███ In███ Pv██████,handbags,16900
324,21421996,Baggit,Studded Sling Bag,4.5,40,1990,INR,Bag███ In███ Pv██████,handbags,79600
325,21621752,Berrylush,Checked Structured Handheld Bag,4.0,111,3299,INR,AJN███S T███ SO█████████RIV████████████,handbags,366189
326,13359482,FLYING BERRY,Silver-Toned Solid Handheld Bag,4.9,7,2999,INR,Abh███Ove███as ██████,handbags,20993
327,13389422,DailyObjects,Multicoloured Printed Sling Bag,4.3,123,2999,INR,Fir███Who███ale█████████,handbags,368877
328,13389410,DailyObjects,Pink & Beige Printed Sling Bag,4.2,30,2999,INR,Fir███Who███ale█████████Lim██████,handbags,89970
329,22603262,DailyObjects,Charcoal Trunk Laptop Tote Bag,3.8,6,3999,INR,Fir███Who███ale█████████,handbags,23994
330,17743820,NOISE,"Beads White Truly Wireless Earbuds with 18hrs Playtime, and HyperSync",3.8,97,3499,INR,UNDEFINED VALUES,headphones,339403
331,19219056,BLAUPUNKT,BH51 Wireless Earphones - Black,4.5,11,5999,INR,Sup███om ███,headphones,65989
332,16193242,CrossBeats,Silver-Toned Solid Truly Wireless In-Ear Earbuds,1.7,17,9999,INR,SEL███ITE███GIT█████████,headphones,169983
333,13474452,Allen Solly,Women Tan Brown & Black Solid Block Heels,4.3,14,2299,INR,UNDEFINED VALUES,heels,32186
334,17647418,FOOTONS,Women Beige Comfort Sandals,5.0,2,3199,INR,UNDEFINED VALUES,heels,6398
335,18596612,Brauch,Grey Colourblocked Block Peep Toes with Buckles,0.0,0,999,INR,Bra███ En███pri██████,heels,0
336,13475738,TRASE,Women Brown Laser Cut Wedges,4.0,39,1599,INR,UNDEFINED VALUES,heels,62361
337,22217088,DressBerry,Open Back Flatform Heels,4.1,34,1599,INR,KIR███ENT███RIS███,heels,54366
338,22200396,Bruno Manetti,Textured Pointed Toes Block Pumps,4.0,5,3999,INR,BRU███SAL███PVT█████████,heels,19995
339,19217010,Inc 5,Women Beige Embellished Ethnic Wedge Heels,4.4,14,2690,INR,INC███SHO███PRI█████████TED███,heels,37660
340,22200418,Bruno Manetti,Embellished Open Toe Wedges,3.9,8,3999,INR,BRU███SAL███PVT█████████,heels,31992
341,15120922,Anouk,Women White & Gold-Toned Block Heel Sandals,4.0,25,2699,INR,Fla███ech███tai███,heels,67475
342,16276014,Iris,Brown & Black Home Fragrance Set,4.5,6,700,INR,N R███A R███AND█████████ LT███,home-fragrance-set,4200
343,16299490,Bodycare Kids,Bodycare Boys Pack Of 6 Assorted Cotton Ben 10 Basic Innerwear Vests,3.8,10,978,INR,BOD███RE ███ERN█████████IMI██████,innerwear-vests,9780
344,22429820,YK Basics,Boys Pack of 5 Solid Pure Cotton Innerwear Vests,3.5,12,1299,INR,Home,innerwear-vests,15588
345,19014822,mothercare,Boys Colourblocked Fleece Lined Padded Jacket,4.6,7,3499,INR,Kap███s R███il █████████,jackets,24493
346,19015560,U.S. Polo Assn. Kids,Boys Yellow Solid Puffer Jacket,4.5,40,2499,INR,ARV███ LI███TYL█████████LIM██████,jackets,99960
347,19020502,U.S. Polo Assn.,Men Red & Navy Blue Colourblocked Puffer Jacket,4.4,338,6299,INR,ARV███ LI███TYL█████████LIM██████,jackets,2129062
348,19014828,mothercare,Infant Girls Pure Cotton Tailored Jacket,4.5,15,2999,INR,Kap███s R███il █████████,jackets,44985
349,18976038,VOXATI,Men Olive Green Denim Jacket,3.9,345,2599,INR,VOX███,jackets,896655
350,19015652,U.S. Polo Assn. Kids,Girls Pink Self Design Bomber Jacket,4.2,19,2799,INR,ARV███ LI███TYL█████████LIM██████,jackets,53181
351,19020536,U.S. Polo Assn.,U S Polo Assn Men Blue & White Colourblocked Long Sleeves Puffer Jacket,4.1,91,6999,INR,ARV███ LI███TYL█████████LIM██████,jackets,636909
352,19020616,U.S. Polo Assn.,U S Polo Assn Men Beige & Black Colourblocked Puffer Jacket,4.3,47,6299,INR,ARV███ LI███TYL█████████LIM██████,jackets,296053
353,19020478,U.S. Polo Assn.,Men Black & Teal Green Colourblocked Sleeveless Puffer Jacket,4.3,150,4599,INR,Sup███om ███,jackets,689850
354,19002890,VERO AMORE,Women Pink Insulator Outdoor Parka Jacket Plus Size,0.0,0,3850,INR,AMR███WEA███G F█████████,jackets,0
355,19020722,U.S. Polo Assn.,Men Yellow Solid Puffer Jacket,4.0,64,5999,INR,ARV███ LI███TYL█████████LIM██████,jackets,383936
356,19837040,High Star,Women Olive Green Solid Crop Padded Jacket,4.1,41,3749,INR,UNDEFINED VALUES,jackets,153709
357,19837008,High Star,Women Navy Blue Solid Parka Jacket,3.9,32,4549,INR,UNDEFINED VALUES,jackets,145568
358,19020654,U.S. Polo Assn.,U S Polo Assn Men Black And Blue Colourblocked Hooded Puffer Jacket,4.0,54,6999,INR,ARV███ LI███TYL█████████LIM██████,jackets,377946
359,14991614,Roadster,Men Green Brand Logo Detail Tailored Jacket,4.2,363,1699,INR,GAR███CRY███S L█████████,jackets,616737
360,16182066,People,Men Mustard Sleeveless Bomber Jacket,4.3,71,1799,INR,Wes███ry ███din█████████d_P████████████,jackets,127729
361,16175148,Status Quo,Men Black Colourblocked Padded Jacket,0.0,0,4999,INR,CRA███CLO███NG █████████RIV████████████,jackets,0
362,19231126,Mast & Harbour,Women Brown PU Coated Biker Jacket,4.2,31,4499,INR,Tru███m R███il,jackets,139469
363,14979464,Yuuki,Men Grey Melange and Black Colourblocked Lightweight Sporty Jacket,0.0,0,2199,INR,GUR███PA ███EST█████████NY,jackets,0
364,19987190,Peter England,Men White Solid Padded Jacket,3.9,33,2499,INR,Wes███ry ███din█████████d_M██████,jackets,82467
365,19020564,U.S. Polo Assn.,Men Olive Green Bomber Jacket,4.3,112,5299,INR,ARV███ LI███TYL█████████LIM██████,jackets,593488
366,19015534,U.S. Polo Assn. Kids,Girls Maroon Solid Puffer Jacket,4.1,33,2499,INR,ARV███ LI███TYL█████████LIM██████,jackets,82467
367,19020450,U.S. Polo Assn.,U S Polo Assn Men Navy Blue Puffer Jacket,4.3,96,6499,INR,ARV███ LI███TYL█████████LIM██████,jackets,623904
368,19020572,U.S. Polo Assn.,U S Polo Assn Men Olive Green Brand Logo Printed Bomber Jacket,4.0,95,5499,INR,ARV███ LI███TYL█████████LIM██████,jackets,522405
369,14281506,HRX by Hrithik Roshan,HRX By Hrithik Roshan Lifestyle Men Medieval Blue Rapid-Dry Colourblock Jacket,3.9,127,3299,INR,UNDEFINED VALUES,jackets,418973
370,11973216,Mast & Harbour,Women Navy Blue Solid Hooded Lightweight Bomber Jacket,4.0,378,2699,INR,UNDEFINED VALUES,jackets,1020222
371,19020676,U.S. Polo Assn.,Men Charcoal Bomber Jacket,4.6,85,5699,INR,ARV███ LI███TYL█████████LIM██████,jackets,484415
372,19020358,U.S. Polo Assn.,Men Navy Blue Bomber Jacket,3.5,125,5799,INR,ARV███ LI███TYL█████████LIM██████,jackets,724875
373,19020568,U.S. Polo Assn.,Men White Navy Blue Solid Reversible Open Front Jacket,4.2,199,6999,INR,Sup███om ███,jackets,1392801
374,18973692,Levis,Men Blue 65504 Skinny Fit Mid Rise Light Fade Stretchable Jeans,4.2,426,4099,INR,Vis███ St███,jeans,1746174
375,18973742,Levis,Men Blue Slim Fit Slash Knee Heavy Fade Stretchable Jeans,4.2,182,4399,INR,Lev███tra███ In█████████td,jeans,800618
376,19008522,Calvin Klein Jeans,Women Straight Fit Pure Cotton Jeans,3.8,14,7999,INR,Pla███um ███hio███,jeans,111986
377,18974084,Levis,512 Men Navy Blue Slim Tapered Fit Mid-Rise Light Fade Clean Look Stretchable Jeans,4.2,135,4399,INR,Lev███tra███ In█████████td,jeans,593865
378,18873126,KETCH,Men Charcoal Slim Fit Clean Look Light Fade Stretchable Jeans,4.0,20,1749,INR,Sup███om ███,jeans,34980
379,18826658,Chemistry,Women Navy Blue Casual Jeans,3.7,15,1899,INR,Che███try███sig█████████ Li██████,jeans,28485
380,18960426,Lee,Men Blue Rodeo Straight Fit Low Distress Heavy Fade Stretchable Jeans,3.9,42,3799,INR,Fla███tar███mme██████,jeans,159558
381,18802522,BEAT LONDON by PEPE JEANS,Men Tapered Fit Low-Rise Heavy Fade Stretchable Jeans,4.0,20,2799,INR,Sup███om ███,jeans,55980
382,18973648,Levis,Men Blue 511 Slim Fit Light Fade Stretchable Jeans,4.2,290,4099,INR,Lev███tra███ In█████████td,jeans,1188710
383,18973888,Levis,Men Skinny Fit Heavy Fade Stretchable Jeans,4.4,333,4099,INR,Vis███ St███,jeans,1364967
384,18973730,Levis,Men Blue 511 Slim Fit Mid Rise Light Fade Stretchable Jeans,4.1,193,4399,INR,Vis███ St███,jeans,849007
385,18973948,Levis,Men Blue 512 Slim Tapered Fit Stretchable Jeans,4.0,30,4999,INR,Vis███ St███,jeans,149970
386,19008496,Calvin Klein Jeans,Women Skinny Fit High-Rise Light Fade Stretchable Jeans,5.0,8,7999,INR,Pla███um ███hio███,jeans,63992
387,18873142,KETCH,Men Blue Slim Fit Low Distress Heavy Fade Stretchable Jeans,0.0,0,1849,INR,S &███Mar███ing███,jeans,0
388,18992754,AMERICAN EAGLE OUTFITTERS,Women Grey Straight Fit High-Rise Highly Distressed Jeans,4.8,5,4499,INR,Wes███ry ███din█████████d_M██████,jeans,22495
389,18973922,Levis,Men Blue 65504 Skinny Fit Mid Rise Light Fade Stretchable Jeans,4.1,237,4099,INR,Vis███ St███,jeans,971463
390,18979610,KiddoPanti,Girls Grey No Fade Stretchable Cotton Jeans,3.9,7,1399,INR,Kri███n A███rel█████████Lim██████,jeans,9793
391,18675392,Jack & Jones,Men Blue Skinny Fit Mildly Distressed Heavy Fade Jeans,3.8,81,3499,INR,BES███NIT███IND█████████TS █████████,jeans,283419
392,18973950,Levis,65504 Men Navy Blue Skinny Straight Fit Mid-Rise Light Fade Stretchable Jeans,4.1,156,4999,INR,Lev███tra███ In█████████td,jeans,779844
393,18198558,FOREVER 21,Women Navy Blue Flared Light Fade Wide-leg Jeans,3.7,6,1799,INR,UNDEFINED VALUES,jeans,10794
394,18094702,Roadster,The  Lifestyle Co Men Blue Slim Fit Mid-Rise Stretchable Jeans,3.9,35,2499,INR,UNDEFINED VALUES,jeans,87465
395,19842706,Llak Jeans,Men Black Skinny Fit Light Fade Stretchable Jeans,4.2,9,2299,INR,UNDEFINED VALUES,jeans,20691
